word,total_freq,doc_freq,doc_ratio,AS_freq,AR_freq,RMJ_freq,AA_freq
newfoundland,2,1,0.1,0,2,0,0
criminalize,2,2,0.1,0,1,0,1
unavailability,2,2,0.1,0,1,1,0
misunderstand,2,2,0.1,0,1,0,1
outright,2,2,0.1,0,1,0,1
hostility,2,2,0.1,0,1,0,1
insidious,2,2,0.1,0,2,0,0
rushdie,2,1,0.1,0,2,0,0
concurrent,2,2,0.1,0,1,1,0
archaic,2,2,0.1,0,1,1,0
digccurr,2,1,0.1,0,2,0,0
attorney,2,2,0.1,0,2,0,0
urgency,2,2,0.1,0,1,1,0
vanoc,2,1,0.1,0,2,0,0
preser,2,2,0.1,0,2,0,0
vation,2,2,0.1,0,2,0,0
intuitive,2,2,0.1,0,1,1,0
navigation,2,2,0.1,0,1,0,1
abound,2,2,0.1,0,1,0,1
disquiet,2,2,0.1,0,2,0,0
assembly,2,2,0.1,0,1,0,1
grouping,2,2,0.1,0,1,1,0
liberate,2,2,0.1,0,2,0,0
clara,2,2,0.1,0,2,0,0
reconception,2,2,0.1,0,2,0,0
installation,2,2,0.1,0,1,0,1
miller,2,2,0.1,0,1,0,1
michel,2,2,0.1,0,2,0,0
dominique,2,2,0.1,0,1,0,1
circumscribe,2,2,0.1,0,1,1,0
nineteenth-,2,2,0.1,0,2,0,0
intermingle,2,2,0.1,0,1,0,1
punk,2,2,0.1,0,1,0,1
lisa,2,2,0.1,0,1,0,1
erect,2,2,0.1,0,1,0,1
purdy,2,1,0.1,0,2,0,0
accrual,2,1,0.1,0,2,0,0
merger,2,2,0.1,0,1,0,1
interrelationship,2,2,0.1,0,1,1,0
evolutionary,2,2,0.1,0,1,1,0
affairs,2,2,0.1,0,2,0,0
docket,2,2,0.1,0,1,1,0
lester,2,2,0.1,0,1,0,1
pim,2,1,0.1,0,2,0,0
requisite,2,2,0.1,0,1,1,0
disorganized,2,1,0.1,0,2,0,0
indiscriminate,2,2,0.1,0,2,0,0
sole,2,2,0.1,0,2,0,0
thornton,2,1,0.1,0,2,0,0
hotel,2,2,0.1,0,1,1,0
bereavement,2,2,0.1,0,2,0,0
memorialize,2,2,0.1,0,2,0,0
fraught,2,2,0.1,0,1,1,0
trc,2,1,0.1,0,2,0,0
notes,2,2,0.1,0,1,1,0
symon,2,1,0.1,0,2,0,0
coaxer,2,1,0.1,0,2,0,0
coercer,2,1,0.1,0,2,0,0
enfold,2,1,0.1,0,2,0,0
customary,2,2,0.1,0,2,0,0
residency,2,1,0.1,0,2,0,0
purview,2,2,0.1,0,1,0,1
christianity,2,2,0.1,0,1,0,1
cpa,2,1,0.1,0,2,0,0
computerized,2,2,0.1,0,1,0,1
jay,2,2,0.1,0,1,0,1
hugh,2,2,0.1,0,2,0,0
inexpensive,2,2,0.1,0,1,0,1
fore,2,2,0.1,0,1,1,0
iii,2,2,0.1,0,1,0,1
stepwise,2,2,0.1,0,1,0,1
imbalance,2,2,0.1,0,1,1,0
supplementary,2,2,0.1,0,1,0,1
indispensable,2,2,0.1,0,1,1,0
computation,2,2,0.1,0,1,1,0
germaine,2,1,0.1,0,2,0,0
greer,2,1,0.1,0,2,0,0
betty,2,2,0.1,0,1,0,1
friedan,2,2,0.1,0,1,0,1
emeritus,2,2,0.1,0,2,0,0
visionary,2,2,0.1,0,2,0,0
lyricist,2,2,0.1,0,1,0,1
diagnosis,2,2,0.1,0,2,0,0
discontent,2,1,0.1,0,2,0,0
aforeafter,2,1,0.1,0,2,0,0
humility,2,2,0.1,0,2,0,0
tia,2,1,0.1,0,2,0,0
tdac,2,1,0.1,0,2,0,0
geoff,2,2,0.1,0,1,0,1
wexler,2,2,0.1,0,1,0,1
linda,2,2,0.1,0,1,0,1
grieve,2,2,0.1,0,2,0,0
smith,2,2,0.1,0,1,0,1
solidify,2,2,0.1,0,1,1,0
eugenic,2,1,0.1,0,2,0,0
sterilization,2,1,0.1,0,2,0,0
iac,2,1,0.1,0,2,0,0
ambitious,2,2,0.1,0,1,0,1
diplomat,2,2,0.1,0,1,0,1
conservative,2,2,0.1,0,1,0,1
insulin,2,1,0.1,0,2,0,0
schism,2,1,0.1,0,2,0,0
export,2,2,0.1,0,1,1,0
muhc,2,1,0.1,0,2,0,0
doctor,2,2,0.1,0,1,1,0
negro,2,1,0.1,0,2,0,0
late-19th,2,2,0.1,0,2,0,0
tional,2,2,0.1,0,2,0,0
whiteness,2,2,0.1,0,1,0,1
unaddresse,2,2,0.1,0,2,0,0
contextualizing,2,2,0.1,0,1,0,1
kit,2,2,0.1,0,1,1,0
becker,2,2,0.1,0,1,0,1
operative,2,1,0.1,0,2,0,0
eligibility,2,2,0.1,0,1,1,0
pqhp,2,1,0.1,0,2,0,0
precarity,2,2,0.1,0,2,0,0
duration,2,2,0.1,0,1,0,1
afghan,2,1,0.1,0,2,0,0
cybernetician,2,1,0.1,0,2,0,0
crista,2,1,0.1,0,2,0,0
dahl,2,1,0.1,0,2,0,0
belonging,2,2,0.1,0,1,0,1
ucl,2,2,0.1,0,1,1,0
sri,2,1,0.1,0,2,0,0
lankan,2,1,0.1,0,2,0,0
soto,2,1,0.1,0,2,0,0
gallo,2,1,0.1,0,2,0,0
lmw,2,1,0.1,0,2,0,0
supremacy,2,2,0.1,0,2,0,0
swc,2,1,0.1,0,2,0,0
cartography,2,1,0.1,0,2,0,0
ceremony,2,2,0.1,0,2,0,0
franco,2,2,0.1,0,2,0,0
nautical,2,1,0.1,0,2,0,0
suny,2,2,0.1,0,1,0,1
iab,2,1,0.1,0,2,0,0
shine,2,2,0.1,0,1,0,1
eric,2,2,0.1,0,1,0,1
parker,2,1,0.1,0,2,0,0
robert,2,2,0.1,0,1,0,1
cotton,2,1,0.1,0,2,0,0
degradation,2,2,0.1,0,1,0,1
impulse,2,2,0.1,0,2,0,0
binder,2,1,0.1,0,2,0,0
lmb,2,1,0.1,0,2,0,0
unarchived,2,1,0.1,0,2,0,0
unarchivable,2,1,0.1,0,2,0,0
constituent,2,2,0.1,0,1,0,1
unconceived,2,1,0.1,0,2,0,0
viewing,2,1,0.1,0,2,0,0
tragic,2,2,0.1,0,1,0,1
verdict,2,2,0.1,0,1,1,0
inruence,2,1,0.1,0,2,0,0
outcomes,2,2,0.1,0,1,1,0
harmony,2,2,0.1,0,1,1,0
counterpoint,2,2,0.1,0,2,0,0
banker,2,2,0.1,0,1,1,0
flagship,2,1,0.1,0,2,0,0
uneasy,2,2,0.1,0,1,0,1
circuit,2,2,0.1,0,1,1,0
restorative,2,2,0.1,0,1,0,1
impossibility,2,2,0.1,0,1,0,1
malaise,2,2,0.1,0,1,0,1
fleeting,2,2,0.1,0,1,1,0
disidentification,2,1,0.1,0,2,0,0
theft,2,2,0.1,0,1,0,1
park,2,2,0.1,0,1,0,1
appac,2,1,0.1,0,2,0,0
midcentury,2,2,0.1,0,1,0,1
mobility,2,2,0.1,0,0,2,0
ver,2,1,0.1,0,0,2,0
nonaka,2,1,0.1,0,0,2,0
reverse,2,2,0.1,0,0,1,1
worthwhile,2,2,0.1,0,0,1,1
customize,2,2,0.1,0,0,1,1
devolution,2,2,0.1,0,0,2,0
split,2,2,0.1,0,0,1,1
tracking,2,2,0.1,0,0,2,0
receipt,2,1,0.1,0,0,2,0
stride,2,2,0.1,0,0,2,0
abbreviate,2,2,0.1,0,0,2,0
minimise,2,2,0.1,0,0,2,0
delta,2,1,0.1,0,0,2,0
abraka,2,1,0.1,0,0,2,0
provocative,2,2,0.1,0,0,1,1
bruton,2,1,0.1,0,0,2,0
incoming,2,2,0.1,0,0,2,0
outgoing,2,2,0.1,0,0,2,0
jisc,2,2,0.1,0,0,2,0
gateway,2,2,0.1,0,0,2,0
grip,2,2,0.1,0,0,2,0
mistake,2,2,0.1,0,0,1,1
edms,2,2,0.1,0,0,2,0
nomination,2,1,0.1,0,0,2,0
above,2,2,0.1,0,0,2,0
criticality,2,2,0.1,0,0,2,0
reactionary,2,2,0.1,0,0,2,0
directional,2,2,0.1,0,0,2,0
standardised,2,2,0.1,0,0,2,0
tyne,2,2,0.1,0,0,2,0
rapporteur,2,2,0.1,0,0,2,0
speaker,2,2,0.1,0,0,2,0
reviewer,2,1,0.1,0,0,2,0
listing,2,2,0.1,0,0,1,1
hughe,2,2,0.1,0,0,1,1
wrap,2,2,0.1,0,0,2,0
logistic,2,1,0.1,0,0,2,0
trainer,2,2,0.1,0,0,2,0
groupware,2,2,0.1,0,0,2,0
frontline,2,2,0.1,0,0,2,0
explorative,2,2,0.1,0,0,2,0
slight,2,2,0.1,0,0,2,0
respected,2,2,0.1,0,0,2,0
quick,2,2,0.1,0,0,2,0
osun,2,1,0.1,0,0,2,0
purposing,2,2,0.1,0,0,2,0
signpost,2,1,0.1,0,0,2,0
categorise,2,2,0.1,0,0,2,0
ecb,2,1,0.1,0,0,2,0
inclined,2,2,0.1,0,0,1,1
opt,2,2,0.1,0,0,2,0
corrective,2,1,0.1,0,0,2,0
retrievable,2,2,0.1,0,0,2,0
drawback,2,2,0.1,0,0,2,0
stephen,2,2,0.1,0,0,1,1
pakistan,2,1,0.1,0,0,2,0
klang,2,2,0.1,0,0,2,0
valley,2,2,0.1,0,0,2,0
guilty,2,2,0.1,0,0,1,1
untold,2,2,0.1,0,0,1,1
nigerian,2,2,0.1,0,0,2,0
modernisation,2,2,0.1,0,0,2,0
scholars,2,2,0.1,0,0,2,0
supplier,2,2,0.1,0,0,2,0
implementer,2,2,0.1,0,0,2,0
friendliness,2,1,0.1,0,0,2,0
noughtie,2,1,0.1,0,0,2,0
retreat,2,2,0.1,0,0,1,1
unanswered,2,2,0.1,0,0,1,1
proven,2,2,0.1,0,0,1,1
forecast,2,2,0.1,0,0,1,1
sue,2,2,0.1,0,0,1,1
insurer,2,2,0.1,0,0,1,1
incentivize,2,1,0.1,0,0,2,0
dfe,2,1,0.1,0,0,2,0
discharge,2,2,0.1,0,0,2,0
reasoning,2,2,0.1,0,0,2,0
requestor,2,1,0.1,0,0,2,0
interviewing,2,2,0.1,0,0,1,1
tabulation,2,2,0.1,0,0,1,1
drm,2,1,0.1,0,0,2,0
aforementioned,2,2,0.1,0,0,2,0
functionary,2,1,0.1,0,0,2,0
centralise,2,2,0.1,0,0,2,0
calculator,2,1,0.1,0,0,2,0
elicit,2,2,0.1,0,0,2,0
irm,2,1,0.1,0,0,2,0
disciplined,2,1,0.1,0,0,2,0
perfection,2,2,0.1,0,0,2,0
headline,2,1,0.1,0,0,2,0
funder,2,2,0.1,0,0,2,0
competitor,2,2,0.1,0,0,2,0
reseller,2,1,0.1,0,0,2,0
espouse,2,2,0.1,0,0,2,0
restructuring,2,2,0.1,0,0,2,0
scalability,2,2,0.1,0,0,2,0
australasian,2,2,0.1,0,0,1,1
chaos,2,1,0.1,0,0,2,0
nyam,2,1,0.1,0,0,2,0
acid,2,2,0.1,0,0,1,1
pronged,2,2,0.1,0,0,1,1
weekly,2,2,0.1,0,0,2,0
dsto,2,1,0.1,0,0,2,0
adaption,2,2,0.1,0,0,2,0
harmonization,2,2,0.1,0,0,1,1
transborder,2,1,0.1,0,0,2,0
uptake,2,2,0.1,0,0,2,0
unavailable,2,2,0.1,0,0,2,0
prone,2,2,0.1,0,0,2,0
inefficient,2,2,0.1,0,0,2,0
geocode,2,1,0.1,0,0,2,0
topical,2,2,0.1,0,0,1,1
icelander,2,2,0.1,0,0,2,0
citizenry,2,2,0.1,0,0,2,0
rational,2,2,0.1,0,0,1,1
geneva,2,2,0.1,0,0,2,0
exploitability,2,2,0.1,0,0,2,0
representativeness,2,2,0.1,0,0,2,0
herein,2,2,0.1,0,0,1,1
tianjin,2,1,0.1,0,0,2,0
ltd,2,2,0.1,0,0,2,0
deadline,2,2,0.1,0,0,1,1
incompatibility,2,1,0.1,0,0,2,0
dwms,2,1,0.1,0,0,2,0
mti,2,1,0.1,0,0,2,0
causal,2,2,0.1,0,0,2,0
kct,2,1,0.1,0,0,2,0
vscc,2,1,0.1,0,0,2,0
geoscience,2,1,0.1,0,0,2,0
delete,2,2,0.1,0,0,2,0
snowball,2,2,0.1,0,0,2,0
quantifiable,2,2,0.1,0,0,2,0
postdoctoral,2,1,0.1,0,0,2,0
inflated,2,2,0.1,0,0,2,0
exaggerate,2,2,0.1,0,0,1,1
inexperienced,2,2,0.1,0,0,1,1
rail,2,1,0.1,0,0,2,0
deter,2,2,0.1,0,0,1,1
isquare,2,1,0.1,0,0,2,0
overwhelming,2,2,0.1,0,0,1,1
fps,2,1,0.1,0,0,2,0
couture,2,2,0.1,0,0,2,0
generalised,2,2,0.1,0,0,2,0
coordinated,2,2,0.1,0,0,2,0
omit,2,2,0.1,0,0,2,0
magisterial,2,1,0.1,0,0,2,0
ipq,2,1,0.1,0,0,2,0
bsi,2,1,0.1,0,0,2,0
workload,2,2,0.1,0,0,1,1
alia,2,2,0.1,0,0,2,0
emanate,2,2,0.1,0,0,2,0
boolean,2,2,0.1,0,0,1,1
thompson,2,2,0.1,0,0,1,1
pmb,2,1,0.1,0,0,2,0
hoc,2,2,0.1,0,0,1,1
fellow,2,2,0.1,0,0,1,1
mutsagondo,2,1,0.1,0,0,2,0
submission,2,2,0.1,0,0,2,0
ministerial,2,1,0.1,0,0,2,0
chef,2,1,0.1,0,0,2,0
cameron,2,1,0.1,0,0,2,0
quinn,2,1,0.1,0,0,2,0
silo,2,2,0.1,0,0,2,0
glue,2,1,0.1,0,0,2,0
manufacturing,2,2,0.1,0,0,1,1
pinwheel,2,1,0.1,0,0,2,0
unlikely,2,2,0.1,0,0,1,1
ibm,2,1,0.1,0,0,2,0
unauthorized,2,2,0.1,0,0,1,1
inequity,2,2,0.1,0,0,1,1
cfd,2,1,0.1,0,0,2,0
truncated,2,2,0.1,0,0,1,1
specialisation,2,1,0.1,0,0,2,0
sweep,2,2,0.1,0,0,1,1
monistic,2,1,0.1,0,0,2,0
immutability,2,2,0.1,0,0,2,0
profess,2,2,0.1,0,0,2,0
attendance,2,2,0.1,0,0,2,0
periodic,2,1,0.1,0,0,2,0
trustchain,2,1,0.1,0,0,2,0
straddle,2,1,0.1,0,0,2,0
thorny,2,1,0.1,0,0,2,0
contractual,2,2,0.1,0,0,2,0
costly,2,2,0.1,0,0,1,1
neuchâtel,2,1,0.1,0,0,2,0
oaen,2,1,0.1,0,0,2,0
discriminate,2,2,0.1,0,0,2,0
operationalization,2,1,0.1,0,0,2,0
scoring,2,1,0.1,0,0,2,0
transferability,2,2,0.1,0,0,1,1
immersive,2,1,0.1,0,0,2,0
preservationist,2,2,0.1,0,0,1,1
yemeni,2,1,0.1,0,0,2,0
gas,2,2,0.1,0,0,1,1
slr,2,1,0.1,0,0,2,0
freight,2,1,0.1,0,0,2,0
imc,2,1,0.1,0,0,2,0
recruiter,2,1,0.1,0,0,2,0
advertise,2,1,0.1,0,0,2,0
erp,2,1,0.1,0,0,2,0
raising,2,2,0.1,0,0,1,1
recordal,2,2,0.1,0,0,2,0
waste,2,2,0.1,0,0,2,0
knad,2,1,0.1,0,0,2,0
msp,2,1,0.1,0,0,2,0
vol,2,1,0.1,0,0,2,0
12th,2,1,0.1,0,0,2,0
cooperate,2,2,0.1,0,0,1,1
irrational,2,1,0.1,0,0,2,0
socioeconomic,2,2,0.1,0,0,1,1
documenter,2,1,0.1,0,0,2,0
psc,2,1,0.1,0,0,2,0
eprs,2,1,0.1,0,0,2,0
distil,2,2,0.1,0,0,1,1
insusceptibility,2,1,0.1,0,0,2,0
prescription,2,2,0.1,0,0,2,0
strategize,2,2,0.1,0,0,1,1
unfavorable,2,2,0.1,0,0,1,1
reward,2,2,0.1,0,0,2,0
rat,2,1,0.1,0,0,2,0
canton,2,1,0.1,0,0,2,0
furthermore,2,2,0.1,0,0,2,0
agriculture,2,2,0.1,0,0,1,1
ipma,2,1,0.1,0,0,2,0
ramd,2,1,0.1,0,0,2,0
rita,2,1,0.1,0,0,2,0
bovens,2,1,0.1,0,0,2,0
responsiveness,2,2,0.1,0,0,1,1
systemisation,2,1,0.1,0,0,2,0
protective,2,2,0.1,0,0,1,1
stopgap,2,2,0.1,0,0,1,1
rmp,2,2,0.1,0,0,2,0
fiscal,2,2,0.1,0,0,1,1
noteworthy,2,2,0.1,0,0,1,1
undesirable,2,1,0.1,0,0,2,0
tam,2,2,0.1,0,0,2,0
insignificant,2,2,0.1,0,0,1,1
miscommunication,2,1,0.1,0,0,2,0
mcdm,2,1,0.1,0,0,2,0
ahp,2,1,0.1,0,0,2,0
topsis,2,1,0.1,0,0,2,0
confer,2,2,0.1,0,0,1,1
powered,2,1,0.1,0,0,2,0
optimize,2,1,0.1,0,0,2,0
facilitation,2,2,0.1,0,0,1,1
insightful,2,2,0.1,0,0,1,1
interruption,2,2,0.1,0,0,1,1
ral,2,1,0.1,0,0,2,0
fast,2,2,0.1,0,0,1,1
sncti,2,1,0.1,0,0,2,0
load,2,2,0.1,0,0,1,1
phc,2,1,0.1,0,0,2,0
polaris,2,1,0.1,0,0,0,2
excite,2,2,0.1,0,0,0,2
performer,2,2,0.1,0,0,0,2
cookbook,2,1,0.1,0,0,0,2
theodore,2,2,0.1,0,0,0,2
vantage,2,2,0.1,0,0,0,2
arl,2,2,0.1,0,0,0,2
weigh,2,2,0.1,0,0,0,2
honest,2,2,0.1,0,0,0,2
tap,2,2,0.1,0,0,0,2
priest,2,1,0.1,0,0,0,2
intractable,2,2,0.1,0,0,0,2
clinton,2,2,0.1,0,0,0,2
declassify,2,1,0.1,0,0,0,2
exempt,2,2,0.1,0,0,0,2
elementary,2,2,0.1,0,0,0,2
modest,2,2,0.1,0,0,0,2
spur,2,2,0.1,0,0,0,2
tough,2,2,0.1,0,0,0,2
irs,2,1,0.1,0,0,0,2
fight,2,2,0.1,0,0,0,2
joyce,2,1,0.1,0,0,0,2
attune,2,2,0.1,0,0,0,2
acculturation,2,2,0.1,0,0,0,2
entirety,2,2,0.1,0,0,0,2
morgan,2,2,0.1,0,0,0,2
amber,2,2,0.1,0,0,0,2
cushing,2,2,0.1,0,0,0,2
combustibility,2,1,0.1,0,0,0,2
wendy,2,2,0.1,0,0,0,2
duff,2,2,0.1,0,0,0,2
tibbo,2,2,0.1,0,0,0,2
magia,2,2,0.1,0,0,0,2
krause,2,2,0.1,0,0,0,2
ness,2,2,0.1,0,0,0,2
daniel,2,2,0.1,0,0,0,2
september,2,2,0.1,0,0,0,2
acetate,2,1,0.1,0,0,0,2
philadelphia,2,1,0.1,0,0,0,2
pennsylvania,2,2,0.1,0,0,0,2
lone,2,2,0.1,0,0,0,2
arranger,2,2,0.1,0,0,0,2
lending,2,1,0.1,0,0,0,2
randall,2,2,0.1,0,0,0,2
jimerson,2,2,0.1,0,0,0,2
accredit,2,2,0.1,0,0,0,2
acm,2,1,0.1,0,0,0,2
bpm,2,1,0.1,0,0,0,2
-in,2,2,0.1,0,0,0,2
mythic,2,2,0.1,0,0,0,2
karen,2,2,0.1,0,0,0,2
gracy,2,2,0.1,0,0,0,2
colly,2,2,0.1,0,0,0,2
pnaam,2,1,0.1,0,0,0,2
tce,2,1,0.1,0,0,0,2
bruce,2,2,0.1,0,0,0,2
inquisitor,2,1,0.1,0,0,0,2
bstu,2,1,0.1,0,0,0,2
segregate,2,2,0.1,0,0,0,2
let,2,2,0.1,0,0,0,2
egad,2,1,0.1,0,0,0,2
upvs,2,1,0.1,0,0,0,2
quintile,2,1,0.1,0,0,0,2
ark,2,2,0.1,0,0,0,2
maryland,2,2,0.1,0,0,0,2
latino,2,1,0.1,0,0,0,2
belfast,2,1,0.1,0,0,0,2
nwa,2,1,0.1,0,0,0,2
mentoring,2,2,0.1,0,0,0,2
hsu,2,1,0.1,0,0,0,2
competencie,2,2,0.1,0,0,0,2
playter,2,1,0.1,0,0,0,2
pac,2,1,0.1,0,0,0,2
trail,2,2,0.1,0,0,0,2
seeking,2,2,0.1,0,0,0,2
ambivalent,2,2,0.1,0,0,0,2
crowdsourcing,2,2,0.1,0,0,0,2
schlesinger,2,1,0.1,0,0,0,2
radcliffe,2,1,0.1,0,0,0,2
harvard,2,2,0.1,0,0,0,2
arborescent,2,1,0.1,0,0,0,2
underground,2,1,0.1,0,0,0,2
araguaia,2,1,0.1,0,0,0,2
looting,2,2,0.1,0,0,0,2
crosswalk,2,1,0.1,0,0,0,2
colearne,2,1,0.1,0,0,0,2
paratext,2,1,0.1,0,0,0,2
hans,2,2,0.1,0,0,0,2
carbondale,2,2,0.1,0,0,0,2
siuc,2,2,0.1,0,0,0,2
humanitie,2,2,0.1,0,0,0,2
www,2,1,0.1,0,0,0,2
viewer,2,2,0.1,0,0,0,2
spiral,2,1,0.1,0,0,0,2
jetty,2,1,0.1,0,0,0,2
quasi,2,2,0.1,0,0,0,2
aspire,2,2,0.1,0,0,0,2
miranda,2,1,0.1,0,0,0,2
chernow,2,1,0.1,0,0,0,2
prize,2,1,0.1,0,0,0,2
iconography,2,2,0.1,0,0,0,2
tab,2,1,0.1,0,0,0,2
basin,2,1,0.1,0,0,0,2
memo,2,1,0.1,0,0,0,2
shippensburg,2,1,0.1,0,0,0,2
discoverable,2,2,0.1,0,0,0,2
coffeehouse,2,1,0.1,0,0,0,2
cataloger,2,2,0.1,0,0,0,2
concentrated,2,2,0.1,0,0,0,2
emporia,2,1,0.1,0,0,0,2
feminization,2,1,0.1,0,0,0,2
resettlement,2,1,0.1,0,0,0,2
autologic,2,1,0.1,0,0,0,2
enslave,2,2,0.1,0,0,0,2
domingue,2,1,0.1,0,0,0,2
haiti,2,1,0.1,0,0,0,2
santa,2,2,0.1,0,0,0,2
vegas,2,2,0.1,0,0,0,2
unlv,2,1,0.1,0,0,0,2
sca,2,1,0.1,0,0,0,2
acknowledgment,2,2,0.1,0,0,0,2
demystify,2,2,0.1,0,0,0,2
pirc,2,1,0.1,0,0,0,2
glossary,2,2,0.1,0,0,0,2
projector,2,1,0.1,0,0,0,2
rosie,2,1,0.1,0,0,0,2
wade,2,1,0.1,0,0,0,2
archivesspace,2,2,0.1,0,0,0,2
gpa,2,2,0.1,0,0,0,2
uncataloged,2,1,0.1,0,0,0,2
transliteracy,2,1,0.1,0,0,0,2
nafan,2,1,0.1,0,0,0,2
sonic,2,1,0.1,0,0,0,2
redescription,2,1,0.1,0,0,0,2
utarm,2,1,0.1,0,0,0,2
aub,2,1,0.1,0,0,0,2
auc,2,1,0.1,0,0,0,2
acor,2,1,0.1,0,0,0,2
jordan,2,1,0.1,0,0,0,2
isu,2,1,0.1,0,0,0,2
collier,2,1,0.1,0,0,0,2
ithaka,2,2,0.1,0,0,0,2
garner,2,1,0.1,0,0,0,2
caregive,2,1,0.1,0,0,0,2
snac,2,1,0.1,0,0,0,2
odnoposoff,2,1,0.1,0,0,0,2
deia,2,1,0.1,0,0,0,2
reckoning,2,1,0.1,0,0,0,2
posner,2,1,0.1,0,0,0,2
newyork,2,1,0.1,0,0,0,2
cornell,2,1,0.1,0,0,0,2
desiderata,1,1,0.1,1,0,0,0
metodo,1,1,0.1,1,0,0,0
storico,1,1,0.1,1,0,0,0
bonaini,1,1,0.1,1,0,0,0
bongi,1,1,0.1,1,0,0,0
casanova,1,1,0.1,1,0,0,0
cencetti,1,1,0.1,1,0,0,0
elio,1,1,0.1,1,0,0,0
lodolini,1,1,0.1,1,0,0,0
registratura,1,1,0.1,1,0,0,0
stressing,1,1,0.1,1,0,0,0
sshrc,1,1,0.1,1,0,0,0
accentuate,1,1,0.1,1,0,0,0
insure,1,1,0.1,1,0,0,0
modernise,1,1,0.1,1,0,0,0
bac,1,1,0.1,1,0,0,0
kuhn,1,1,0.1,1,0,0,0
distillation,1,1,0.1,1,0,0,0
documentalist,1,1,0.1,1,0,0,0
quadripolar,1,1,0.1,1,0,0,0
morphological,1,1,0.1,1,0,0,0
befan,1,1,0.1,1,0,0,0
impress,1,1,0.1,1,0,0,0
reassertion,1,1,0.1,1,0,0,0
evangelism,1,1,0.1,1,0,0,0
reclaiming,1,1,0.1,1,0,0,0
subtler,1,1,0.1,1,0,0,0
potent,1,1,0.1,1,0,0,0
peculiar,1,1,0.1,1,0,0,0
bore,1,1,0.1,1,0,0,0
proffer,1,1,0.1,1,0,0,0
oblique,1,1,0.1,1,0,0,0
dispense,1,1,0.1,1,0,0,0
oblige,1,1,0.1,1,0,0,0
extoll,1,1,0.1,1,0,0,0
tiny,1,1,0.1,1,0,0,0
stuff,1,1,0.1,1,0,0,0
naturalized,1,1,0.1,1,0,0,0
calm,1,1,0.1,1,0,0,0
bronislaw,1,1,0.1,1,0,0,0
malinowski,1,1,0.1,1,0,0,0
blinder,1,1,0.1,1,0,0,0
concede,1,1,0.1,1,0,0,0
enchant,1,1,0.1,1,0,0,0
ruminate,1,1,0.1,1,0,0,0
gatineau,1,1,0.1,1,0,0,0
embodie,1,1,0.1,1,0,0,0
undercurrent,1,1,0.1,1,0,0,0
mannerist,1,1,0.1,1,0,0,0
impure,1,1,0.1,1,0,0,0
eccentricity,1,1,0.1,1,0,0,0
symbolism,1,1,0.1,1,0,0,0
unacknowledged,1,1,0.1,1,0,0,0
seduction,1,1,0.1,1,0,0,0
absorption,1,1,0.1,1,0,0,0
epitome,1,1,0.1,1,0,0,0
destabilizing,1,1,0.1,1,0,0,0
indeterminate,1,1,0.1,1,0,0,0
afterglow,1,1,0.1,1,0,0,0
blindness,1,1,0.1,1,0,0,0
emprisone,1,1,0.1,1,0,0,0
panopticism,1,1,0.1,1,0,0,0
temple,1,1,0.1,1,0,0,0
panoptical,1,1,0.1,1,0,0,0
useable,1,1,0.1,1,0,0,0
administrative-,1,1,0.1,1,0,0,0
polarity,1,1,0.1,1,0,0,0
lip,1,1,0.1,1,0,0,0
länder,1,1,0.1,1,0,0,0
saxony,1,1,0.1,1,0,0,0
impressionthat,1,1,0.1,1,0,0,0
withthree,1,1,0.1,1,0,0,0
ofinterpretation,1,1,0.1,1,0,0,0
thesystemic,1,1,0.1,1,0,0,0
withcomplemente,1,1,0.1,1,0,0,0
otherscience,1,1,0.1,1,0,0,0
theparadigm,1,1,0.1,1,0,0,0
thehermeneutic,1,1,0.1,1,0,0,0
scienceemphasize,1,1,0.1,1,0,0,0
centralconcept,1,1,0.1,1,0,0,0
hermeneutics,1,1,0.1,1,0,0,0
influenceof,1,1,0.1,1,0,0,0
technologicaladvance,1,1,0.1,1,0,0,0
stressesthe,1,1,0.1,1,0,0,0
historicalorientation,1,1,0.1,1,0,0,0
thepositivistic,1,1,0.1,1,0,0,0
mythsabout,1,1,0.1,1,0,0,0
withnature,1,1,0.1,1,0,0,0
fordistinct,1,1,0.1,1,0,0,0
itsinsistence,1,1,0.1,1,0,0,0
betweencontext,1,1,0.1,1,0,0,0
itsb,1,1,0.1,1,0,0,0
thebasis,1,1,0.1,1,0,0,0
amaterialistic,1,1,0.1,1,0,0,0
inreality,1,1,0.1,1,0,0,0
relevantscience,1,1,0.1,1,0,0,0
asystemic,1,1,0.1,1,0,0,0
functionalist,1,1,0.1,1,0,0,0
withactivitie,1,1,0.1,1,0,0,0
evidentialvalue,1,1,0.1,1,0,0,0
ofinformation,1,1,0.1,1,0,0,0
studyhow,1,1,0.1,1,0,0,0
theirwork,1,1,0.1,1,0,0,0
issought,1,1,0.1,1,0,0,0
theeffectiveness,1,1,0.1,1,0,0,0
barrierspeople,1,1,0.1,1,0,0,0
useof,1,1,0.1,1,0,0,0
examinesinformation,1,1,0.1,1,0,0,0
policeinvestigation,1,1,0.1,1,0,0,0
previousattempt,1,1,0.1,1,0,0,0
inpre,1,1,0.1,1,0,0,0
earlierstudie,1,1,0.1,1,0,0,0
thoseconcerne,1,1,0.1,1,0,0,0
similarfield,1,1,0.1,1,0,0,0
toconfidentiality,1,1,0.1,1,0,0,0
incooperation,1,1,0.1,1,0,0,0
